A1CF	XM_048312040.1#A1CF
A1CF	XM_048312041.1#A1CF
A1CF	XM_048312042.1#A1CF
A2M	XM_048294286.1#A2M
A4GNT	XM_048314664.1#A4GNT
AAAS	XM_048328098.1#AAAS
AACS	XM_048322837.1#AACS
AADAC	XM_048314981.1#AADAC
AADAT	XM_048304600.1#AADAT
AAGAB	XM_048317181.1#AAGAB
AAK1	XM_048290201.1#AAK1
AAMDC	XM_048294369.1#AAMDC
AANAT	XM_048323883.1#AANAT
AAR2	XM_048322014.1#AAR2
AARS1	XM_048316698.1#AARS1
AARS2	XM_048296710.1#AARS2
AARS2	XM_048296711.1#AARS2
AASDH	XM_048303202.1#AASDH
AASDHPPT	XM_048294687.1#AASDHPPT
AASDHPPT	XM_048294690.1#AASDHPPT
AASS	XM_048301676.1#AASS
AASS	XM_048301677.1#AASS
AATF	XM_048324744.1#AATF
AATK	XM_048323856.1#AATK
AATK	XM_048323857.1#AATK
AATK	XM_048323859.1#AATK
AATK	XM_048323860.1#AATK
ABAT	XM_048320840.1#ABAT
ABCA1	XM_048291134.1#ABCA1
ABCA1	XM_048291136.1#ABCA1
ABCA12	XM_048309252.1#ABCA12
ABCA13	XM_048321455.1#ABCA13
ABCA2	XM_048325544.1#ABCA2
ABCA2	XM_048325545.1#ABCA2
ABCA2	XM_048325546.1#ABCA2
ABCA2	XM_048325547.1#ABCA2
ABCA3	XM_048320796.1#ABCA3
ABCA4	XM_048312510.1#ABCA4
ABCA4	XM_048312512.1#ABCA4
ABCA4	XM_048312513.1#ABCA4
ABCA5	XM_048323499.1#ABCA5
ABCA7	XM_048288061.1#ABCA7
ABCA7	XM_048288063.1#ABCA7
ABCA7	XM_048288064.1#ABCA7
ABCA7	XM_048288065.1#ABCA7
ABCB1	XM_048306620.1#ABCB1
ABCB10	XM_048298839.1#ABCB10
ABCB11	XM_048308959.1#ABCB11
ABCB11	XM_048308961.1#ABCB11
ABCB11	XM_048308962.1#ABCB11
ABCB11	XM_048308963.1#ABCB11
ABCB5	XM_048303759.1#ABCB5
ABCB5	XM_048303769.1#ABCB5
ABCB5	XM_048303777.1#ABCB5
ABCB6	XM_048308739.1#ABCB6
ABCB7	XM_048319097.1#ABCB7
ABCB8	XM_048295145.1#ABCB8
ABCB9	XM_048323081.1#ABCB9
ABCC1	XM_048320465.1#ABCC1
ABCC10	XM_048298871.1#ABCC10
ABCC2	XM_048310480.1#ABCC2
ABCC2	XM_048310481.1#ABCC2
ABCC3	XM_048323609.1#ABCC3
ABCC3	XM_048323610.1#ABCC3
ABCC4	XM_048295783.1#ABCC4
ABCC4	XM_048295785.1#ABCC4
ABCC5	XM_048313895.1#ABCC5
ABCC5	XM_048313897.1#ABCC5
ABCC5	XM_048313899.1#ABCC5
ABCC5	XM_048313900.1#ABCC5
ABCC6	XM_048320467.1#ABCC6
ABCC6	XM_048320470.1#ABCC6
ABCC8	XM_048306510.1#ABCC8
ABCC9	XM_048301532.1#ABCC9
ABCC9	XM_048301533.1#ABCC9
ABCC9	XM_048301534.1#ABCC9
ABCC9	XM_048301535.1#ABCC9
ABCD2	XM_048300966.1#ABCD2
ABCD3	XM_048312748.1#ABCD3
ABCD4	XM_048307723.1#ABCD4
ABCD4	XM_048307724.1#ABCD4
ABCD4	XM_048307726.1#ABCD4
ABCD4	XM_048307736.1#ABCD4
ABCE1	XM_048304864.1#ABCE1
ABCF2	XM_048322630.1#ABCF2
ABCF3	XM_048314569.1#ABCF3
ABCG1	XM_048290436.1#ABCG1
ABCG1	XM_048290437.1#ABCG1
ABCG2	XM_048304154.1#ABCG2
ABCG2	XM_048304155.1#ABCG2
ABCG4	XM_048328929.1#ABCG4
ABCG5	XM_048296453.1#ABCG5
ABCG8	XM_048296452.1#ABCG8
ABHD10	XM_048294598.1#ABHD10
ABHD11	XM_048324898.1#ABHD11
ABHD12	XM_048299237.1#ABHD12
ABHD12B	XM_048307684.1#ABHD12B
ABHD13	XM_048323729.1#ABHD13
ABHD15	XM_048324577.1#ABHD15
ABHD16A	XM_048293016.1#ABHD16A
ABHD17A	XM_048287940.1#ABHD17A
ABHD17B	XM_048292182.1#ABHD17B
ABHD17C	XM_048317780.1#ABHD17C
ABHD18	XM_048304180.1#ABHD18
ABHD18	XM_048304182.1#ABHD18
ABHD18	XM_048304184.1#ABHD18
ABHD2	XM_048317437.1#ABHD2
ABHD3	XM_048289368.1#ABHD3
ABHD5	XM_048301137.1#ABHD5
