PRMT5	XM_041712875.1#PRMT5
PRMT5	XM_041712872.1#PRMT5
LOC100231469	XM_030262513.3#LOC100231469
FOSB	XM_041712576.1#FOSB
ACTN4	XM_041712491.1#ACTN4
SYCP1	XM_030261748.3#SYCP1
GPS2	XM_041712294.1#GPS2
DMAC1	XM_030260877.3#DMAC1
MARK2	XM_030260477.3#MARK2
RBM14	XM_041712011.1#RBM14
C3	XM_041711673.1#C3
CSAD	XM_041711510.1#CSAD
CSAD	XM_041711501.1#CSAD
STAT2	XM_041711567.1#STAT2
STAT2	XM_041711569.1#STAT2
ARF3	XM_030259569.3#ARF3
MCRS1	XM_041711612.1#MCRS1
SP1	XM_041711532.1#SP1
PCBP2	XM_030259429.3#PCBP2
PCBP2	XM_030259431.3#PCBP2
PCBP2	XM_030259435.3#PCBP2
PCBP2	XM_030259428.3#PCBP2
PCBP2	XM_030259441.3#PCBP2
PCBP2	XM_030259437.3#PCBP2
PCBP2	XM_030259438.3#PCBP2
PCBP2	XM_030259440.3#PCBP2
PCBP2	XM_030259443.3#PCBP2
TARBP2	XM_041711586.1#TARBP2
PDE1B	XM_041711534.1#PDE1B
LOC116806923	XM_032744743.2#LOC116806923
LOC116806918	XM_032744737.2#LOC116806918
LOC116806883	XM_032744705.2#LOC116806883
PAX5	XM_002192827.4#PAX5
PAX5	XM_030258101.3#PAX5
HACD4	XM_030258108.3#HACD4
UHRF2	XM_030258938.3#UHRF2
UHRF2	XM_030258937.3#UHRF2
RIC1	XM_030258847.3#RIC1
SMARCA2	XM_030258821.3#SMARCA2
SMARCA2	XM_030258820.3#SMARCA2
KANK1	XM_030257815.3#KANK1
GFM2	XM_030258559.3#GFM2
FAM169A	XM_041711409.1#FAM169A
FAM169A	XM_030258565.3#FAM169A
FAM169A	XM_030258566.3#FAM169A
FAM169A	XM_012577764.4#FAM169A
MTX3	XM_030258606.3#MTX3
THBS4	XM_032744505.2#THBS4
PRUNE2	XM_030258588.3#PRUNE2
VPS13A	XM_030258672.3#VPS13A
CEP78	XM_012577706.4#CEP78
UBQLN1	XM_030257354.3#UBQLN1
RAB3C	XM_002187873.6#RAB3C
MIER3	XM_030258574.3#MIER3
MIER3	XM_030258575.3#MIER3
SLC38A9	XM_030257656.3#SLC38A9
GPX8	XM_012577657.4#GPX8
PAIP1	XM_012577634.4#PAIP1
NIM1K	XM_030257327.3#NIM1K
UNC13B	XM_030258840.3#UNC13B
UNC13B	XM_041711471.1#UNC13B
CELF4	XM_030258269.3#CELF4
CELF4	XM_030258266.3#CELF4
CELF4	XM_030258260.3#CELF4
CELF4	XM_012577607.4#CELF4
CELF4	XM_030258265.3#CELF4
CELF4	XM_012577602.4#CELF4
CELF4	XM_032744284.2#CELF4
CELF4	XM_012577603.4#CELF4
LOC100228406	XM_030257739.3#LOC100228406
PALM2AKAP2	NM_001204209.1#PALM2AKAP2
AP3S1	XM_012577817.4#AP3S1
COMMD10	XM_030259072.3#COMMD10
CSNK1G3	XM_032744144.2#CSNK1G3
CSNK1G3	XM_032744145.2#CSNK1G3
RHOBTB3	NM_001198813.2#RHOBTB3
APBA1	XM_030258349.3#APBA1
MEF2C	XM_032744472.2#MEF2C
MEF2C	XM_032744475.2#MEF2C
MEF2C	XM_032744476.2#MEF2C
NR2F1	XM_032746008.2#NR2F1
MCTP1	XM_030258811.3#MCTP1
MCTP1	XM_030258812.3#MCTP1
PCSK5	XM_030258051.3#PCSK5
ERCC6L2	XM_030257876.3#ERCC6L2
SHC3	XM_041711401.1#SHC3
SEMA4D	XM_030258380.3#SEMA4D
AUH	XM_041711411.1#AUH
HOOK3	XM_032744308.2#HOOK3
NRG1	XM_012577374.4#NRG1
NRG1	XM_030258501.3#NRG1
NRG1	XM_030258509.3#NRG1
DYM	XM_032744488.2#DYM
DYM	XM_030258723.3#DYM
NEDD4L	XM_032744495.2#NEDD4L
NEDD4L	XM_032744496.2#NEDD4L
NEDD4L	XM_032744498.2#NEDD4L
LOC100222319	XM_030256821.3#LOC100222319
MATK	XM_012571180.4#MATK
MBD3	XM_030257119.3#MBD3
MBD3	XM_030257118.3#MBD3
MAST3	XM_041710916.1#MAST3
MAST3	XM_030256999.3#MAST3
MYO9B	XM_030257020.3#MYO9B
MED26	XM_030256692.3#MED26
TMEM259	XM_030256695.3#TMEM259
LOC100229990	XM_002197371.6#LOC100229990
EPS15L1	XM_030257033.3#EPS15L1
TPM4	XM_030256509.3#TPM4
TPM4	XM_030256510.3#TPM4
DUS3L	XM_030256727.3#DUS3L
PDE4C	XM_030256709.3#PDE4C
PDE4C	XM_030256708.3#PDE4C
KLHL26	XM_041710965.1#KLHL26
LOC100229402	XM_041721589.1#LOC100229402
NSF	XM_030256481.3#NSF
PLCD3	XM_030256115.3#PLCD3
PLEKHM1	XM_030256018.3#PLEKHM1
CACNB1	XM_041721530.1#CACNB1
CACNB1	XM_041721528.1#CACNB1
IKZF3	XM_030256196.3#IKZF3
